name,HG,HT,TR,CTH,BD,VH,CTQ,DQT,KS,CVN
62.jpg,1,0,1,0,0,0,0,0,0,0
63.jpg,1,0,0,0,0,1,0,0,0,0
64.jpg,1,0,1,0,0,0,0,0,0,0
65.jpg,1,0,0,1,0,0,0,0,0,0
66.jpg,1,0,0,1,0,0,0,0,0,0
67.jpg,1,0,0,0,0,1,0,0,0,0
68.jpg,0,1,0,0,0,0,0,1,0,0
69.jpg,1,0,1,0,1,0,0,0,0,0
70.jpg,1,0,0,0,0,0,0,0,1,0
71.jpg,1,0,0,0,0,0,0,0,1,0
72.jpg,1,0,0,0,0,0,0,0,1,0
73.jpg,0,1,0,0,0,0,0,0,1,0
74.jpg,1,0,0,0,0,1,0,0,0,0
75.jpg,1,0,0,0,0,1,0,0,0,0
76.jpg,0,1,0,0,0,0,1,0,0,0
77.jpg,0,1,0,0,0,0,1,0,0,0
78.jpg,0,1,0,0,0,0,0,0,1,0
79.jpg,0,1,0,0,0,0,0,1,0,0
80.jpg,0,1,0,0,0,0,0,0,1,0
81.jpg,0,1,0,0,0,0,0,1,0,0
82.jpg,0,1,0,0,0,0,1,0,0,0
83.jpg,0,1,0,0,0,1,0,0,0,0
84.jpg,1,0,0,0,0,0,0,0,0,0
85.jpg,0,1,0,0,0,0,0,0,0,1
86.jpg,0,1,0,0,0,0,0,1,0,0
87.jpg,1,0,0,0,1,0,0,0,0,0
88.jpg,0,1,0,0,0,0,1,0,0,0
89.jpg,0,1,0,0,0,0,0,0,1,0
90.jpg,1,0,1,0,1,0,0,0,0,0
91.jpg,1,0,0,1,0,0,0,0,0,0
92.jpg,1,0,0,1,0,0,0,0,0,0
93.jpg,1,0,0,1,0,0,0,0,0,0
94.jpg,0,1,0,0,0,0,0,0,1,0
95.jpg,0,1,0,0,0,0,1,0,0,0
96.jpg,0,1,0,0,0,0,0,0,0,1
97.jpg,1,0,0,0,0,1,0,0,0,0
98.jpg,1,0,0,0,0,1,0,0,0,0
99.jpg,1,0,0,0,0,1,0,0,0,0
100.jpg,1,0,0,1,0,0,0,0,0,0
101.jpg,1,0,1,0,1,0,0,0,0,0
102.jpg,1,0,1,0,1,0,0,0,0,0
103.jpg,1,0,0,0,1,1,0,0,0,0
104.jpg,1,0,1,0,0,1,0,0,0,0
105.jpg,0,1,0,0,0,1,0,0,0,0
106.jpg,0,1,0,0,0,1,0,0,0,0
107.jpg,0,1,0,0,0,0,0,0,0,0
108.jpg,0,1,0,0,0,0,0,0,0,1
109.jpg,0,1,0,0,0,0,0,0,0,1
110.jpg,0,1,0,0,0,0,0,0,0,1
111.jpg,0,1,0,0,0,0,0,0,0,0
112.jpg,0,1,0,0,0,1,0,0,0,0
113.jpg,0,1,0,0,0,1,0,0,0,0
114.jpg,0,1,0,0,0,0,0,0,0,0
115.jpg,0,1,0,0,0,0,0,0,0,0
116.jpg,0,1,0,0,0,0,0,0,1,0
117.jpg,0,1,0,0,0,1,0,0,0,0
118.jpg,0,1,0,0,0,0,0,1,0,0
119.jpg,0,1,0,0,0,0,0,1,0,0
120.jpg,0,1,0,0,0,0,1,0,0,0
121.jpg,0,1,0,0,0,0,1,0,0,0
122.jpg,1,0,1,0,0,0,0,0,0,0
123.jpg,1,0,0,0,1,0,0,0,0,0
124.jpg,1,0,0,0,1,0,0,0,0,0
125.jpg,1,0,0,0,1,0,0,0,0,0
126.jpg,0,1,0,0,0,0,0,1,0,0
127.jpg,1,0,0,0,1,0,0,0,0,0
128.jpg,1,0,0,0,1,0,0,0,0,0
129.jpg,1,0,1,0,0,0,0,0,0,0
130.jpg,1,0,1,0,0,0,0,0,0,0
131.jpg,1,0,0,0,1,0,0,0,0,0
132.jpg,1,0,0,0,1,0,0,0,0,0
133.jpg,1,0,1,0,1,0,0,0,0,0
134.jpg,1,0,1,0,0,0,0,0,0,0
135.jpg,1,0,0,0,1,0,0,0,0,0
136.jpg,1,0,1,0,1,0,0,0,0,0
137.jpg,1,0,1,0,1,0,0,0,0,0
138.jpg,0,1,0,0,0,0,1,0,0,0
139.jpg,1,0,0,0,1,0,0,0,0,0
140.jpg,1,0,0,1,0,0,0,0,0,0
141.jpg,1,0,0,1,0,0,0,0,0,0
142.jpg,1,0,0,1,0,0,0,0,0,0
143.jpg,1,0,0,1,0,0,0,0,0,0
144.jpg,1,0,0,1,0,0,0,0,0,0
145.jpg,1,0,0,1,0,0,0,0,0,0
146.jpg,1,0,0,1,0,0,0,0,0,0
147.jpg,1,0,0,1,0,0,0,0,0,0
148.jpg,1,0,0,1,0,0,0,0,0,0
149.jpg,1,0,0,0,0,0,0,0,1,0
150.jpg,0,1,0,0,0,0,0,0,0,1
151.jpg,1,0,0,0,1,0,0,0,0,0
152.jpg,1,0,0,0,1,0,0,0,0,0
153.jpg,1,0,0,0,0,0,0,0,1,0
154.jpg,1,0,0,0,0,0,0,0,1,0
155.jpg,0,1,0,0,0,0,1,0,0,0
156.jpg,0,1,0,0,0,0,0,0,0,0
157.jpg,1,0,1,0,0,0,0,0,0,0
158.jpg,1,0,1,0,0,0,0,0,0,0
159.jpg,1,0,0,0,0,0,0,0,1,0
160.jpg,1,0,1,0,0,0,0,0,0,0
161.jpg,0,1,0,0,0,0,0,1,0,0
162.jpg,1,0,0,0,0,0,0,0,1,0
163.jpg,1,0,0,0,0,0,0,0,1,0
164.jpg,1,0,0,0,0,1,0,0,0,0
165.jpg,1,0,0,0,0,1,0,0,0,0
166.jpg,1,0,0,0,0,1,0,0,0,0
167.jpg,1,0,0,0,0,0,0,0,1,0
168.jpg,1,0,0,0,0,0,0,0,0,0
169.jpg,1,0,0,0,0,1,0,0,0,0
170.jpg,1,0,0,1,0,0,0,0,0,0
171.jpg,1,0,0,1,0,0,0,0,0,0
172.jpg,1,0,1,0,0,0,0,0,0,0
173.jpg,0,1,0,0,0,0,1,0,0,0
174.jpg,0,1,0,0,0,0,0,0,0,0
175.jpg,0,1,0,0,0,0,0,0,0,0
176.jpg,0,1,0,0,0,0,0,0,0,1
177.jpg,0,1,0,0,0,0,0,0,1,0
178.jpg,0,1,0,0,0,0,0,0,0,0
179.jpg,0,1,0,0,0,0,0,0,0,1
180.jpg,0,1,0,0,0,0,0,0,0,1
181.jpg,0,1,0,0,0,0,0,1,0,0
182.jpg,1,0,1,0,0,0,0,0,0,0
183.jpg,1,0,1,0,0,0,0,0,0,0
184.jpg,0,1,0,0,0,0,0,1,0,0
185.jpg,1,0,1,0,1,0,0,0,0,0
186.jpg,1,0,1,0,0,1,0,0,0,0
187.jpg,1,0,0,1,0,0,0,0,0,0
188.jpg,1,0,0,0,0,0,0,0,0,0
189.jpg,0,1,0,0,0,0,0,0,0,1
190.jpg,1,0,0,0,0,0,0,0,0,0
191.jpg,0,1,0,0,0,0,0,0,1,0
192.jpg,0,1,0,0,0,0,0,0,1,0
193.jpg,0,1,0,0,0,1,0,0,0,0
194.jpg,0,1,0,0,0,1,0,0,0,0
195.jpg,0,1,0,0,0,1,0,0,0,0
196.jpg,0,1,0,0,0,0,0,0,1,0
197.jpg,0,1,0,0,0,1,0,0,0,0
198.jpg,0,1,0,0,0,1,0,0,0,0
199.jpg,0,1,0,0,0,0,0,0,1,0
200.jpg,0,1,0,0,0,0,0,0,1,0
201.jpg,1,0,0,1,0,0,0,0,0,0
202.jpg,1,0,0,1,0,0,0,0,0,0
203.jpg,1,0,0,1,0,0,0,0,0,0
204.jpg,1,0,0,1,0,0,0,0,0,0
205.jpg,1,0,0,1,0,0,0,0,0,0
206.jpg,1,0,1,0,0,0,0,0,0,0
207.jpg,1,0,1,0,0,0,0,0,0,0
208.jpg,1,0,1,0,0,0,0,0,0,0
209.jpg,1,0,1,0,0,0,0,0,0,0
210.jpg,1,0,1,0,0,0,0,0,0,0
211.jpg,1,0,0,0,0,0,0,0,1,0
212.jpg,1,0,0,0,0,0,0,0,1,0
213.jpg,1,0,0,0,0,0,0,0,1,0
214.jpg,1,0,0,0,0,0,0,0,1,0
215.jpg,1,0,0,0,0,0,0,0,1,0
216.jpg,1,0,0,0,1,0,0,0,0,0
217.jpg,1,0,0,0,1,0,0,0,0,0
218.jpg,1,0,0,0,1,0,0,0,0,0
219.jpg,1,0,0,0,1,0,0,0,0,0
220.jpg,1,0,0,0,1,0,0,0,0,0
221.jpg,0,1,0,0,0,0,0,0,0,0
222.jpg,0,1,0,0,0,0,0,0,0,0
223.jpg,0,1,0,0,0,0,0,0,0,1
224.jpg,0,1,0,0,0,0,0,0,0,1
225.jpg,0,1,0,0,0,0,0,0,0,1
226.jpg,0,1,0,0,0,0,0,0,0,1
227.jpg,0,1,0,0,0,0,0,1,0,0
228.jpg,0,1,0,0,0,0,0,1,0,0
229.jpg,0,1,0,0,0,0,0,1,0,0
230.jpg,0,1,0,0,0,0,0,1,0,0
231.jpg,0,1,0,0,0,0,0,0,1,0
232.jpg,0,1,0,0,0,0,0,0,1,0
233.jpg,0,1,0,0,0,0,0,0,1,0
234.jpg,0,1,0,0,0,0,0,0,1,0
235.jpg,0,1,0,0,0,0,1,0,0,0
236.jpg,0,1,0,0,0,0,1,0,0,0
237.jpg,0,1,0,0,0,0,1,0,0,0
238.jpg,0,1,0,0,0,0,1,0,0,0
239.jpg,0,1,0,0,0,0,1,0,0,0
240.jpg,0,1,0,0,0,0,1,0,0,0
241.jpg,0,1,0,0,0,1,0,0,0,0
242.jpg,0,1,0,0,0,1,0,0,0,0
243.jpg,0,1,0,0,0,1,0,0,0,0
244.jpg,1,0,1,0,1,0,0,0,0,0
245.jpg,1,0,1,0,1,0,0,0,0,0
